Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Overall_Score,Feedback
448,6,7,7,9,2,9,2,5,5.875,"Some topics were clear, others a bit confusing."
439,6,8,7,7,7,4,5,4,6.0,"Average experience, assignments were manageable."
573,5,5,5,8,8,9,8,2,6.25,The course was okay but could be improved in some areas.
7,5,8,5,6,2,10,4,8,6.0,"Average experience, assignments were manageable."
725,5,10,8,4,3,5,1,6,5.25,"Average experience, assignments were manageable."
50,9,8,6,7,1,6,7,4,6.0,"Average experience, assignments were manageable."
423,7,9,5,10,10,7,7,3,7.25,"Average experience, assignments were manageable."
140,7,10,6,8,6,10,9,6,7.75,The course was okay but could be improved in some areas.
135,8,9,7,3,6,10,2,9,6.75,"Some topics were clear, others a bit confusing."
786,5,4,7,5,5,6,7,1,5.0,"Some topics were clear, others a bit confusing."
601,8,9,4,5,4,3,1,10,5.5,"Average experience, assignments were manageable."
493,9,4,4,9,4,3,6,7,5.75,"Average experience, assignments were manageable."
553,7,2,4,7,3,5,1,3,4.0,Poor explanations and unclear assignments.
27,7,3,5,5,5,1,8,6,5.0,The course was okay but could be improved in some areas.
257,8,5,6,4,4,1,5,4,4.625,Poor explanations and unclear assignments.
225,10,4,5,9,3,6,9,4,6.25,The course was okay but could be improved in some areas.
788,6,5,6,3,10,4,3,8,5.625,The course was okay but could be improved in some areas.
37,8,9,5,3,4,3,5,2,4.875,The course was difficult to follow and needs improvement.
170,5,10,7,2,8,5,9,5,6.375,The course was okay but could be improved in some areas.
528,9,2,5,2,6,5,1,6,4.5,The course was difficult to follow and needs improvement.
600,7,8,6,10,6,7,7,6,7.125,"Some topics were clear, others a bit confusing."
655,7,8,5,4,1,6,6,8,5.625,"Average experience, assignments were manageable."
74,8,8,6,1,2,5,2,6,4.75,Poor explanations and unclear assignments.
505,9,6,8,5,8,4,7,6,6.625,"Average experience, assignments were manageable."
377,5,5,7,3,9,6,1,4,5.0,"Some topics were clear, others a bit confusing."
808,8,6,4,5,1,8,8,3,5.375,"Some topics were clear, others a bit confusing."
366,9,9,8,2,1,10,5,2,5.75,"Some topics were clear, others a bit confusing."
238,8,7,5,10,10,9,7,10,8.25,I really enjoyed the lectures and learned a lot.
255,9,10,7,10,3,2,7,8,7.0,The course was okay but could be improved in some areas.
123,10,2,4,5,9,8,3,5,5.75,"Average experience, assignments were manageable."
663,6,2,8,2,5,7,5,7,5.25,"Some topics were clear, others a bit confusing."
876,6,7,4,4,9,2,5,9,5.75,"Some topics were clear, others a bit confusing."
690,5,10,8,4,2,7,9,6,6.375,The course was okay but could be improved in some areas.
309,5,8,4,9,2,1,4,5,4.75,The course was difficult to follow and needs improvement.
693,7,9,8,1,5,10,3,7,6.25,"Average experience, assignments were manageable."
226,7,6,8,8,8,5,8,8,7.25,"Average experience, assignments were manageable."
951,10,10,7,10,5,9,7,1,7.375,The course was okay but could be improved in some areas.
260,9,3,7,4,7,2,8,3,5.375,The course was okay but could be improved in some areas.
243,9,8,8,8,4,10,8,9,8.0,The course was excellent and very well structured.
222,5,4,4,2,7,9,5,3,4.875,I struggled to understand the concepts.
314,5,10,6,8,6,6,10,4,6.875,The course was okay but could be improved in some areas.
229,7,6,8,2,2,10,8,8,6.375,"Some topics were clear, others a bit confusing."
85,5,6,8,9,3,4,4,4,5.375,The course was okay but could be improved in some areas.
76,8,9,8,6,3,10,7,2,6.625,The course was okay but could be improved in some areas.
887,6,9,5,8,9,7,6,2,6.5,The course was okay but could be improved in some areas.
582,8,4,7,8,1,5,9,3,5.625,"Some topics were clear, others a bit confusing."
674,8,5,6,8,7,10,2,7,6.625,"Some topics were clear, others a bit confusing."
986,7,2,6,2,4,7,10,7,5.625,The course was okay but could be improved in some areas.
511,8,4,4,5,2,10,10,6,6.125,"Average experience, assignments were manageable."
879,6,10,5,10,9,5,5,4,6.75,The course was okay but could be improved in some areas.
401,8,10,7,2,8,10,8,9,7.75,The course was okay but could be improved in some areas.
514,6,6,7,10,7,7,6,3,6.5,"Average experience, assignments were manageable."
750,10,3,8,1,5,1,3,5,4.5,I struggled to understand the concepts.
156,7,4,7,9,10,8,5,8,7.25,"Some topics were clear, others a bit confusing."
775,5,6,7,2,5,4,1,4,4.25,Poor explanations and unclear assignments.
329,9,8,8,5,3,3,10,8,6.75,The course was okay but could be improved in some areas.
467,8,10,5,7,7,1,3,6,5.875,The course was okay but could be improved in some areas.
178,7,7,4,7,1,2,1,2,3.875,I struggled to understand the concepts.
549,5,3,7,6,8,8,5,5,5.875,The course was okay but could be improved in some areas.
453,8,4,4,4,2,8,1,4,4.375,Poor explanations and unclear assignments.
307,6,9,5,1,6,5,3,5,5.0,The course was okay but could be improved in some areas.
472,6,8,7,7,9,9,2,3,6.375,"Some topics were clear, others a bit confusing."
392,7,7,4,9,7,10,8,4,7.0,"Some topics were clear, others a bit confusing."
65,6,4,4,6,3,10,8,3,5.5,The course was okay but could be improved in some areas.
575,9,4,7,7,1,1,5,1,4.375,The course was difficult to follow and needs improvement.
855,8,3,6,4,1,1,9,7,4.875,Poor explanations and unclear assignments.
791,5,9,4,4,1,4,10,9,5.75,"Average experience, assignments were manageable."
391,5,3,7,6,7,6,9,4,5.875,"Some topics were clear, others a bit confusing."
973,6,3,4,6,4,6,6,9,5.5,"Average experience, assignments were manageable."
828,8,3,5,2,9,5,6,3,5.125,The course was okay but could be improved in some areas.
247,6,9,6,5,2,2,3,7,5.0,"Some topics were clear, others a bit confusing."
412,9,2,5,8,7,2,10,4,5.875,The course was okay but could be improved in some areas.
67,7,9,4,3,9,1,1,2,4.5,The course was difficult to follow and needs improvement.
289,5,2,5,8,9,2,7,2,5.0,"Average experience, assignments were manageable."
399,10,6,4,8,6,5,10,4,6.625,"Some topics were clear, others a bit confusing."
138,8,5,8,8,10,4,2,6,6.375,"Average experience, assignments were manageable."
537,10,6,4,9,9,5,7,5,6.875,The course was okay but could be improved in some areas.
265,5,9,7,6,5,6,5,3,5.75,"Some topics were clear, others a bit confusing."
724,5,2,6,1,7,3,3,1,3.5,I struggled to understand the concepts.
653,5,6,5,6,6,3,9,2,5.25,"Average experience, assignments were manageable."
318,6,8,5,10,6,7,10,8,7.5,"Some topics were clear, others a bit confusing."
232,6,8,5,5,1,1,7,8,5.125,"Average experience, assignments were manageable."
21,9,7,5,3,6,6,1,6,5.375,"Average experience, assignments were manageable."
998,9,7,5,1,2,2,1,10,4.625,The course was difficult to follow and needs improvement.
694,9,8,8,10,7,7,7,2,7.25,"Some topics were clear, others a bit confusing."
927,6,2,6,2,10,3,6,4,4.875,Poor explanations and unclear assignments.
348,7,9,5,6,5,5,8,6,6.375,"Average experience, assignments were manageable."
968,6,7,6,3,8,1,9,3,5.375,"Some topics were clear, others a bit confusing."
992,10,6,4,3,8,6,10,3,6.25,"Some topics were clear, others a bit confusing."
764,9,3,7,6,3,8,10,2,6.0,The course was okay but could be improved in some areas.
587,5,4,8,2,2,2,4,10,4.625,I struggled to understand the concepts.
944,10,8,6,8,8,7,9,6,7.75,"Average experience, assignments were manageable."
239,5,10,4,3,2,7,4,4,4.875,Poor explanations and unclear assignments.
886,7,7,5,5,10,1,9,9,6.625,"Average experience, assignments were manageable."
23,9,7,4,2,1,2,9,3,4.625,The course was difficult to follow and needs improvement.
458,6,2,4,6,6,10,4,1,4.875,The course was difficult to follow and needs improvement.
822,6,2,7,1,5,4,1,10,4.5,The course was difficult to follow and needs improvement.
413,7,10,4,2,3,1,10,1,4.75,Poor explanations and unclear assignments.
563,7,4,8,8,7,3,3,10,6.25,"Average experience, assignments were manageable."
331,8,8,7,5,10,4,7,5,6.75,"Average experience, assignments were manageable."
434,7,7,7,6,1,8,9,6,6.375,The course was okay but could be improved in some areas.
456,10,4,8,6,5,1,10,1,5.625,"Average experience, assignments were manageable."
430,9,6,4,9,8,6,4,3,6.125,The course was okay but could be improved in some areas.
896,6,8,7,5,4,4,5,5,5.5,The course was okay but could be improved in some areas.
451,9,3,6,10,7,8,9,10,7.75,The course was okay but could be improved in some areas.
477,5,2,5,6,10,6,10,8,6.5,"Some topics were clear, others a bit confusing."
9,7,5,4,5,1,3,5,6,4.5,I struggled to understand the concepts.
325,7,5,7,6,1,5,8,6,5.625,"Average experience, assignments were manageable."
812,9,5,4,4,2,4,2,6,4.5,Poor explanations and unclear assignments.
727,7,2,6,4,2,10,9,5,5.625,"Some topics were clear, others a bit confusing."
928,6,7,6,9,4,8,5,8,6.625,"Some topics were clear, others a bit confusing."
134,9,9,7,4,7,10,8,3,7.125,The course was okay but could be improved in some areas.
819,6,7,8,8,9,10,2,2,6.5,"Some topics were clear, others a bit confusing."
230,7,2,8,2,6,1,9,2,4.625,Poor explanations and unclear assignments.
520,9,3,5,6,7,10,10,3,6.625,The course was okay but could be improved in some areas.
326,7,10,8,8,6,4,9,7,7.375,"Some topics were clear, others a bit confusing."
142,6,8,4,10,8,5,8,6,6.875,The course was okay but could be improved in some areas.
491,5,4,8,6,1,3,4,4,4.375,I struggled to understand the concepts.
379,7,5,6,2,9,7,3,10,6.125,"Average experience, assignments were manageable."
465,5,2,8,8,6,8,2,4,5.375,"Some topics were clear, others a bit confusing."
756,6,7,7,3,2,6,9,7,5.875,"Average experience, assignments were manageable."
347,6,8,7,3,5,1,2,8,5.0,"Some topics were clear, others a bit confusing."
237,10,4,5,8,7,8,2,8,6.5,"Average experience, assignments were manageable."
642,5,7,6,8,9,6,6,7,6.75,The course was okay but could be improved in some areas.
506,9,7,4,1,5,7,5,1,4.875,The course was difficult to follow and needs improvement.
646,7,8,5,4,7,8,8,8,6.875,The course was okay but could be improved in some areas.
382,10,10,7,5,2,3,6,3,5.75,"Average experience, assignments were manageable."
256,6,7,4,5,9,8,6,5,6.25,The course was okay but could be improved in some areas.
327,8,8,5,10,2,1,10,5,6.125,The course was okay but could be improved in some areas.
624,7,3,7,10,2,1,8,8,5.75,The course was okay but could be improved in some areas.
155,8,8,8,10,3,9,7,3,7.0,The course was okay but could be improved in some areas.
578,8,10,7,4,5,8,7,6,6.875,"Some topics were clear, others a bit confusing."
640,10,9,4,10,2,4,3,1,5.375,"Some topics were clear, others a bit confusing."
997,9,8,8,6,8,3,3,10,6.875,"Average experience, assignments were manageable."
242,7,9,5,4,5,9,1,4,5.5,The course was okay but could be improved in some areas.
344,7,6,8,9,8,3,8,5,6.75,"Average experience, assignments were manageable."
699,9,5,4,8,4,2,2,8,5.25,"Average experience, assignments were manageable."
77,9,4,5,9,2,1,5,10,5.625,The course was okay but could be improved in some areas.
821,8,9,5,5,8,9,4,9,7.125,"Some topics were clear, others a bit confusing."
903,9,8,8,8,4,8,4,1,6.25,"Some topics were clear, others a bit confusing."
540,9,10,7,3,2,4,4,5,5.5,"Some topics were clear, others a bit confusing."
596,5,8,7,7,1,2,10,3,5.375,"Average experience, assignments were manageable."
169,8,2,6,3,3,6,9,3,5.0,"Average experience, assignments were manageable."
526,9,5,5,5,2,6,4,9,5.625,The course was okay but could be improved in some areas.
361,7,2,6,4,5,7,8,3,5.25,"Average experience, assignments were manageable."
917,8,6,5,3,7,5,4,8,5.75,"Some topics were clear, others a bit confusing."
342,5,9,8,1,9,8,7,10,7.125,"Some topics were clear, others a bit confusing."
599,5,2,4,8,4,8,9,5,5.625,"Average experience, assignments were manageable."
875,5,4,7,3,5,6,4,5,4.875,The course was difficult to follow and needs improvement.
745,5,9,5,10,8,2,9,1,6.125,The course was okay but could be improved in some areas.
131,9,4,8,2,7,5,2,10,5.875,"Some topics were clear, others a bit confusing."
143,6,6,7,8,10,3,3,9,6.5,"Average experience, assignments were manageable."
666,10,5,6,8,1,2,7,7,5.75,"Average experience, assignments were manageable."
104,8,5,4,2,7,9,4,4,5.375,"Some topics were clear, others a bit confusing."
964,8,5,5,3,10,5,5,3,5.5,"Some topics were clear, others a bit confusing."
208,8,7,5,7,2,3,2,8,5.25,"Some topics were clear, others a bit confusing."
774,7,10,5,4,6,10,9,6,7.125,"Average experience, assignments were manageable."
346,10,7,4,9,3,2,10,8,6.625,The course was okay but could be improved in some areas.
97,7,8,7,9,6,3,10,7,7.125,"Average experience, assignments were manageable."
306,9,10,4,1,3,3,2,5,4.625,The course was difficult to follow and needs improvement.
18,9,6,6,1,5,8,4,10,6.125,"Average experience, assignments were manageable."
284,5,7,6,3,10,3,8,6,6.0,The course was okay but could be improved in some areas.
173,5,7,5,10,10,10,3,10,7.5,The course was okay but could be improved in some areas.
558,7,9,5,5,9,7,3,5,6.25,The course was okay but could be improved in some areas.
51,7,2,6,2,8,2,10,2,4.875,The course was difficult to follow and needs improvement.
357,5,8,7,5,4,1,8,8,5.75,"Average experience, assignments were manageable."
692,8,8,6,9,5,8,7,10,7.625,"Some topics were clear, others a bit confusing."
26,8,2,6,10,9,9,4,5,6.625,The course was okay but could be improved in some areas.
386,9,5,5,4,6,5,7,7,6.0,The course was okay but could be improved in some areas.
287,5,9,5,5,10,8,4,10,7.0,"Average experience, assignments were manageable."
974,8,10,4,2,4,9,8,7,6.5,"Some topics were clear, others a bit confusing."
683,6,9,4,8,5,5,1,10,6.0,"Average experience, assignments were manageable."
374,6,9,4,6,2,6,7,8,6.0,"Average experience, assignments were manageable."
278,10,8,7,8,6,7,8,1,6.875,"Average experience, assignments were manageable."
367,10,4,8,3,3,9,5,7,6.125,"Average experience, assignments were manageable."
800,7,4,5,2,1,6,3,9,4.625,I struggled to understand the concepts.
11,9,5,6,8,5,6,7,7,6.625,"Some topics were clear, others a bit confusing."
310,5,8,5,9,4,4,9,10,6.75,The course was okay but could be improved in some areas.
910,5,8,7,10,8,2,4,8,6.5,"Some topics were clear, others a bit confusing."
440,5,7,8,9,7,1,8,10,6.875,"Average experience, assignments were manageable."
441,7,8,5,3,1,8,6,8,5.75,"Some topics were clear, others a bit confusing."
146,8,7,5,6,9,2,9,10,7.0,"Some topics were clear, others a bit confusing."
614,8,2,6,7,8,6,6,5,6.0,"Some topics were clear, others a bit confusing."
262,10,5,4,9,6,9,9,3,6.875,The course was okay but could be improved in some areas.
34,9,7,8,9,8,2,8,9,7.5,"Some topics were clear, others a bit confusing."
407,9,8,8,6,2,9,6,4,6.5,"Average experience, assignments were manageable."
564,5,10,5,6,8,5,3,1,5.375,"Average experience, assignments were manageable."
538,8,7,4,6,10,5,2,9,6.375,"Average experience, assignments were manageable."
748,5,8,6,1,10,2,4,9,5.625,"Some topics were clear, others a bit confusing."
675,8,7,8,9,8,6,2,8,7.0,The course was okay but could be improved in some areas.
224,10,7,7,6,2,1,7,9,6.125,The course was okay but could be improved in some areas.
10,8,3,7,4,3,6,4,1,4.5,The course was difficult to follow and needs improvement.
708,5,3,5,4,5,9,6,4,5.125,"Average experience, assignments were manageable."
636,7,3,6,9,5,4,6,3,5.375,"Average experience, assignments were manageable."
218,7,8,4,4,1,4,6,4,4.75,Poor explanations and unclear assignments.
193,5,9,4,6,5,7,1,9,5.75,The course was okay but could be improved in some areas.
106,6,6,5,8,3,1,9,7,5.625,"Average experience, assignments were manageable."
834,8,2,7,4,1,8,9,2,5.125,The course was okay but could be improved in some areas.
597,5,4,8,4,8,7,3,4,5.375,The course was okay but could be improved in some areas.
45,8,5,6,1,5,9,2,9,5.625,The course was okay but could be improved in some areas.
264,5,2,4,4,7,6,4,1,4.125,Poor explanations and unclear assignments.
219,10,4,5,7,9,10,8,3,7.0,The course was okay but could be improved in some areas.
249,10,2,5,6,8,1,8,9,6.125,"Some topics were clear, others a bit confusing."
507,9,2,6,2,7,9,7,9,6.375,"Average experience, assignments were manageable."
383,10,10,8,10,4,9,3,10,8.0,The course was excellent and very well structured.
631,10,8,5,3,9,9,8,3,6.875,The course was okay but could be improved in some areas.
502,6,3,5,1,8,4,7,8,5.25,"Some topics were clear, others a bit confusing."
792,10,2,6,7,7,5,6,9,6.5,The course was okay but could be improved in some areas.
271,8,10,6,5,7,10,10,2,7.25,"Average experience, assignments were manageable."
194,6,3,5,4,1,10,8,3,5.0,"Some topics were clear, others a bit confusing."
937,8,8,4,10,1,5,9,3,6.0,"Average experience, assignments were manageable."
726,6,4,4,7,7,3,6,4,5.125,"Some topics were clear, others a bit confusing."
339,6,10,5,9,4,3,6,5,6.0,"Some topics were clear, others a bit confusing."
841,8,9,8,3,4,4,7,1,5.5,"Average experience, assignments were manageable."
874,9,7,6,9,6,1,6,3,5.875,The course was okay but could be improved in some areas.
214,6,6,4,3,1,3,4,6,4.125,Poor explanations and unclear assignments.
924,9,10,5,5,6,4,1,8,6.0,"Average experience, assignments were manageable."
203,8,7,8,9,4,10,8,10,8.0,I really enjoyed the lectures and learned a lot.
629,8,3,7,4,4,8,1,10,5.625,"Average experience, assignments were manageable."
354,6,3,7,10,1,1,10,6,5.5,"Average experience, assignments were manageable."
857,9,8,6,5,7,8,1,9,6.625,"Average experience, assignments were manageable."
424,5,3,7,3,8,6,5,7,5.5,The course was okay but could be improved in some areas.
872,6,10,8,8,2,2,1,4,5.125,"Some topics were clear, others a bit confusing."
116,8,5,6,3,5,3,1,9,5.0,The course was okay but could be improved in some areas.
308,9,10,7,10,3,2,10,9,7.5,"Some topics were clear, others a bit confusing."
698,5,9,6,3,6,9,9,9,7.0,The course was okay but could be improved in some areas.
622,9,10,7,7,6,2,8,4,6.625,"Average experience, assignments were manageable."
103,9,6,4,6,1,3,10,6,5.625,"Average experience, assignments were manageable."
464,5,4,8,6,4,10,1,6,5.5,"Average experience, assignments were manageable."
870,10,4,6,3,8,2,3,7,5.375,The course was okay but could be improved in some areas.
351,8,5,8,10,1,9,7,7,6.875,The course was okay but could be improved in some areas.
628,10,10,4,7,1,7,3,9,6.375,The course was okay but could be improved in some areas.
33,8,5,6,1,8,7,7,2,5.5,"Average experience, assignments were manageable."
972,7,9,4,1,1,2,1,10,4.375,Poor explanations and unclear assignments.
535,5,10,5,9,9,8,1,9,7.0,"Some topics were clear, others a bit confusing."
959,8,4,5,5,10,7,3,2,5.5,"Average experience, assignments were manageable."
794,10,4,4,8,6,8,6,9,6.875,The course was okay but could be improved in some areas.
313,5,7,7,3,7,10,1,1,5.125,The course was okay but could be improved in some areas.
127,5,8,4,9,7,7,7,6,6.625,"Some topics were clear, others a bit confusing."
245,10,6,4,9,9,2,7,7,6.75,"Average experience, assignments were manageable."
773,9,5,8,9,1,10,4,8,6.75,"Average experience, assignments were manageable."
69,8,6,6,1,9,1,9,7,5.875,"Average experience, assignments were manageable."
141,8,6,6,5,4,9,5,2,5.625,"Some topics were clear, others a bit confusing."
139,8,3,4,10,6,1,1,5,4.75,The course was difficult to follow and needs improvement.
398,6,9,6,10,7,4,5,9,7.0,The course was okay but could be improved in some areas.
889,7,6,8,6,6,6,7,10,7.0,The course was okay but could be improved in some areas.
995,6,7,8,3,7,7,8,7,6.625,The course was okay but could be improved in some areas.
757,9,5,7,9,7,8,9,1,6.875,"Some topics were clear, others a bit confusing."
783,5,2,8,2,8,5,7,3,5.0,"Average experience, assignments were manageable."
420,5,8,8,6,2,4,10,3,5.75,"Average experience, assignments were manageable."
790,7,5,6,2,3,1,6,6,4.5,The course was difficult to follow and needs improvement.
592,7,2,7,10,8,9,5,1,6.125,"Some topics were clear, others a bit confusing."
978,6,5,8,9,6,6,2,9,6.375,The course was okay but could be improved in some areas.
735,6,4,6,1,7,6,1,5,4.5,The course was difficult to follow and needs improvement.
731,5,10,6,9,5,10,5,2,6.5,"Average experience, assignments were manageable."
932,6,6,4,5,5,3,6,1,4.5,The course was difficult to follow and needs improvement.
497,6,4,8,4,6,10,1,6,5.625,The course was okay but could be improved in some areas.
813,8,10,5,8,4,7,5,2,6.125,"Some topics were clear, others a bit confusing."
2,10,2,7,3,10,4,4,7,5.875,"Average experience, assignments were manageable."
649,9,2,6,10,4,9,4,2,5.75,The course was okay but could be improved in some areas.
455,8,5,4,2,7,4,1,2,4.125,I struggled to understand the concepts.
593,5,3,5,3,9,10,9,9,6.625,"Average experience, assignments were manageable."
206,10,8,5,4,8,9,10,6,7.5,"Average experience, assignments were manageable."
847,7,10,5,7,1,9,10,4,6.625,"Some topics were clear, others a bit confusing."
233,8,7,7,7,9,2,8,2,6.25,The course was okay but could be improved in some areas.
87,5,10,8,4,8,10,1,9,6.875,"Average experience, assignments were manageable."
333,6,3,7,6,9,9,9,1,6.25,The course was okay but could be improved in some areas.
738,8,2,5,7,2,7,6,5,5.25,The course was okay but could be improved in some areas.
350,5,6,6,1,8,7,10,10,6.625,The course was okay but could be improved in some areas.
805,8,8,7,10,6,2,2,6,6.125,"Average experience, assignments were manageable."
700,9,8,6,1,9,6,9,1,6.125,"Some topics were clear, others a bit confusing."
92,7,6,7,3,2,1,7,6,4.875,Poor explanations and unclear assignments.
68,5,5,8,8,7,6,10,4,6.625,The course was okay but could be improved in some areas.
746,10,5,6,7,1,1,6,1,4.625,The course was difficult to follow and needs improvement.
741,7,9,7,3,10,8,10,5,7.375,The course was okay but could be improved in some areas.
581,9,10,8,2,5,6,7,10,7.125,"Average experience, assignments were manageable."
677,9,6,6,9,1,10,7,1,6.125,"Some topics were clear, others a bit confusing."
442,7,8,5,10,8,3,6,4,6.375,The course was okay but could be improved in some areas.
749,9,9,5,2,9,1,10,1,5.75,"Average experience, assignments were manageable."
25,5,6,4,10,4,1,8,3,5.125,"Some topics were clear, others a bit confusing."
936,6,7,6,4,1,8,4,10,5.75,The course was okay but could be improved in some areas.
90,9,10,6,7,8,1,2,7,6.25,The course was okay but could be improved in some areas.
715,6,9,6,5,9,1,6,6,6.0,"Some topics were clear, others a bit confusing."
240,9,9,7,10,5,7,1,6,6.75,The course was okay but could be improved in some areas.
13,6,6,6,3,10,7,2,1,5.125,The course was okay but could be improved in some areas.
126,7,4,6,4,1,5,2,1,3.75,Poor explanations and unclear assignments.
761,5,9,6,10,10,1,10,6,7.125,"Some topics were clear, others a bit confusing."
302,8,4,6,7,1,4,1,8,4.875,The course was difficult to follow and needs improvement.
650,8,4,7,9,10,2,8,3,6.375,"Some topics were clear, others a bit confusing."
365,10,5,5,3,5,2,3,5,4.75,The course was difficult to follow and needs improvement.
905,5,9,6,8,10,2,1,1,5.25,"Some topics were clear, others a bit confusing."
415,9,3,5,1,8,9,9,2,5.75,The course was okay but could be improved in some areas.
397,10,7,8,6,6,6,2,6,6.375,The course was okay but could be improved in some areas.
435,9,9,7,4,1,1,7,5,5.375,"Average experience, assignments were manageable."
945,9,3,8,2,4,9,1,1,4.625,The course was difficult to follow and needs improvement.
930,8,7,5,1,3,7,2,1,4.25,The course was difficult to follow and needs improvement.
687,5,9,7,9,3,1,9,5,6.0,"Some topics were clear, others a bit confusing."
852,5,10,5,4,3,10,8,6,6.375,"Some topics were clear, others a bit confusing."
712,6,5,5,7,8,2,9,7,6.125,"Some topics were clear, others a bit confusing."
470,6,10,6,6,7,1,1,2,4.875,Poor explanations and unclear assignments.
43,6,5,4,1,10,7,4,1,4.75,The course was difficult to follow and needs improvement.
550,5,3,7,8,2,7,7,8,5.875,The course was okay but could be improved in some areas.
844,8,6,4,1,1,8,10,9,5.875,"Average experience, assignments were manageable."
150,6,5,8,5,2,10,1,6,5.375,"Some topics were clear, others a bit confusing."
168,6,3,8,2,8,10,7,3,5.875,"Average experience, assignments were manageable."
519,8,7,7,6,10,10,4,3,6.875,"Average experience, assignments were manageable."
531,9,8,7,6,3,8,3,7,6.375,The course was okay but could be improved in some areas.
643,9,7,7,7,2,4,3,7,5.75,"Some topics were clear, others a bit confusing."
428,6,9,4,4,8,6,2,5,5.5,"Some topics were clear, others a bit confusing."
659,9,4,8,10,6,6,3,8,6.75,The course was okay but could be improved in some areas.
766,10,2,4,3,4,6,9,4,5.25,"Average experience, assignments were manageable."
732,9,2,6,9,4,2,10,10,6.5,"Average experience, assignments were manageable."
916,10,4,7,3,10,10,7,8,7.375,The course was okay but could be improved in some areas.
979,9,4,7,10,5,2,4,2,5.375,The course was okay but could be improved in some areas.
372,5,7,7,9,3,5,10,4,6.25,"Some topics were clear, others a bit confusing."
778,9,4,8,9,8,5,7,4,6.75,"Some topics were clear, others a bit confusing."
579,10,3,7,8,9,1,8,8,6.75,The course was okay but could be improved in some areas.
320,9,6,7,4,3,9,10,2,6.25,The course was okay but could be improved in some areas.
645,5,9,6,6,8,5,10,8,7.125,The course was okay but could be improved in some areas.
5,6,7,4,2,3,8,10,7,5.875,The course was okay but could be improved in some areas.
294,7,5,4,1,6,2,9,6,5.0,"Some topics were clear, others a bit confusing."
117,8,2,5,10,5,4,3,2,4.875,The course was difficult to follow and needs improvement.
555,9,2,8,7,2,1,3,10,5.25,"Some topics were clear, others a bit confusing."
29,6,9,5,1,6,10,4,5,5.75,"Some topics were clear, others a bit confusing."
259,8,3,8,9,7,4,10,7,7.0,"Some topics were clear, others a bit confusing."
47,8,4,4,9,10,10,2,6,6.625,"Average experience, assignments were manageable."
678,8,10,5,2,7,4,1,7,5.5,"Average experience, assignments were manageable."
543,8,2,4,9,3,3,3,4,4.5,Poor explanations and unclear assignments.
908,5,2,5,3,2,10,4,8,4.875,Poor explanations and unclear assignments.
586,8,2,4,9,8,8,7,7,6.625,"Some topics were clear, others a bit confusing."
98,9,9,7,2,3,3,8,4,5.625,"Average experience, assignments were manageable."
55,8,7,6,2,5,7,7,9,6.375,"Some topics were clear, others a bit confusing."
913,5,5,6,5,6,7,6,1,5.125,The course was okay but could be improved in some areas.
199,9,5,8,3,8,1,1,2,4.625,I struggled to understand the concepts.
539,10,2,7,4,3,4,10,1,5.125,The course was okay but could be improved in some areas.
759,7,2,4,2,1,5,9,9,4.875,I struggled to understand the concepts.
